Date,Job title,Company,,,,,,
9/2/2022,IT Engineer,TransPerfect,,,,,,
10/3/2022,MLOps Engineer,KNOREX,,,,,,
5/20/2022,Software Engineer - Test,PhonePe,,,,,,
7/26/2022,"Qlik Developer (Qlik sense, Geo Analytics)",TeamPlus Staffing Solution Pvt Ltd,,,,,,
9/29/2022,DMS Developer,Barclays,,,,,,
7/31/2022,"Systems Engineer (Powershell Scripting, Azure)",Allscripts India,,,,,,
9/28/2022,Autosar Expert,KPIT,,,,,,
7/31/2022,Senior Database Engineer,DBRS Morningstar,,,,,,
4/27/2022,Senior Technical Support Analyst - Global Customer Support,Pivotree,,,,,,
9/24/2022,Associate Systems Engineer - DevOps/Infrastructure,Numerator,,,,,,
9/17/2022,Specialist - Software Engineering,LTI - Larsen & Toubro Infotech,,,,,,
5/20/2022,Machine Learning Developer - Data Modeling & Analytics,ExoTalent Consultancy Services LLP,,,,,,
9/6/2022,Platform Engineer,Amdocs,,,,,,
9/16/2022,Data Research Analyst,Morningstar,,,,,,
9/17/2022,Murex MxML Developer_,Luxoft,,,,,,
8/30/2022,Developer,Barclays,,,,,,
8/26/2022,cobol developer,Globtier Infotech Pvt. Ltd.,,,,,,
9/22/2022,BA3 Developer,Barclays,,,,,,
9/25/2022,Software Engineer - System Administration,Bristlecone,,,,,,
9/24/2022,SDE 2/3 - Python,HuntingCube Recruitment Solutions,,,,,,
9/8/2022,Platform Engineer,Amdocs,,,,,,
9/29/2022,BI Engineer,NICE Ltd,,,,,,
9/27/2022,Business System Analyst Remittances,Qween Network LLP,,,,,,
8/30/2022,Python Developer,LenDenClub,,,,,,
8/14/2022,Senior Vulnerability Analyst,Mastercard,,,,,,
8/7/2022,Biz Ops Engineer I,Mastercard,,,,,,
9/1/2022,Mainframe Developer,Barclays,,,,,,
2/9/2022,ServiceNow Support Analyst/ Senior Support Analyst,BNP Paribas,,,,,,
8/30/2022,Odoo Developer,CodeRize Technologies,,,,,,
7/20/2022,Developer,Barclays,,,,,,
9/23/2022,Engineer II Developer,Mastercard,,,,,,
9/17/2022,Azure Data Engineer,Diverse Lynx,,,,,,
10/3/2022,Developer,Barclays,,,,,,
9/29/2022,SSIS Developer - MSBI/SQL,WorkiFicient,,,,,,
7/13/2022,SDE 2A,EDB,,,,,,
9/27/2022,Assoc Developer,TransUnion,,,,,,
7/31/2022,Compliance Technology Developer,Jefferies,,,,,,
7/18/2022,Cloud Engineer,Globant,,,,,,
9/4/2022,Software Engineer-Test,PhonePe,,,,,,
9/22/2022,API Developer,Barclays,,,,,,
7/31/2022,Senior Data Engineer,Priceline,,,,,,
8/20/2022,Platform Developer,Barclays,,,,,,
9/17/2022,SFDC Developer,CGI,,,,,,
9/28/2022,Etl developer,Diverse Lynx,,,,,,
8/17/2022,Senior Data Engineer,SADA,,,,,,
9/9/2022,"Qlik Developer (Qlik sense, Geo Analytics)",TeamPlus Staffing Solution Pvt Ltd,,,,,,
8/3/2022,Developer - Data Integration,MASTER MIND CONSULTANCY,,,,,,
9/30/2022,Senior Support Analyst,BNP Paribas,,,,,,
5/20/2022,SSIS Developer,Suma Soft Pvt Ltd,,,,,,
9/8/2022,JDA WMS Developer,Infosys,,,,,,
8/24/2022,Cloud Engineer,Fractal,,,,,,
8/21/2022,Amlgo Labs - Data Engineer - Python/Scala,Amlgo Labs,,,,,,
2/26/2022,Developer,Tata Group,,,,,,
9/16/2022,HTML Developer,CV Ease - Online Resume Builder,,,,,,
9/12/2022,Volody - Artificial Intelligence & Machine Learning Engineer,Volody Products Inc,,,,,,
9/23/2022,SQL Developer - Unix/Linux OS,Team Management Services (TMS),,,,,,
9/29/2022,CIEL/SEL/22509: EDI Developer,CIEL HR,,,,,,
9/14/2022,ARIS Developer,Infosys,,,,,,
9/7/2022,Specialist - Cloud Services and Software,LTI - Larsen & Toubro Infotech,,,,,,
9/27/2022,JIRA Developer,Amdocs,,,,,,
8/9/2022,SFDC Developer,CGI,,,,,,
9/28/2022,Developer,Barclays,,,,,,
9/1/2022,Salesforce Developer,Response Informatics,,,,,,
9/6/2022,Developer,Barclays,,,,,,
9/17/2022,Integration Developers,IDESLABS PRIVATE LIMITED,,,,,,
7/31/2022,Compute Engineer,Priceline,,,,,,
9/2/2022,System Integration Engineer,Emerson,,,,,,
7/31/2022,Specialist - Software Engineering,LTI - Larsen & Toubro Infotech,,,,,,
10/3/2022,Senior Data Engineer - BFSI/IT,Haachi,,,,,,
8/11/2022,Salesforce Developer - Apex/Visual Force,Deqode,,,,,,
9/19/2022,System Integration Engineer,Emerson,,,,,,
10/1/2022,PayMate India - IT Engineer - Unix/Linux/Windows OS,PayMate,,,,,,
9/5/2022,Business Systems Analyst 4,VIAVI Solutions,,,,,,
8/19/2022,SDE 2B,EDB,,,,,,
8/31/2022,Azure Developer,Infosys,,,,,,
8/11/2022,Application Developer,Barclays,,,,,,
9/19/2022,Azure Data Engineer,IBST Private Limited,,,,,,
9/14/2022,Machine Learning Support Engineer,Zycus,,,,,,
8/7/2022,Magento Developer,graas,,,,,,
10/3/2022,SDE IV,Antal International,,,,,,
9/2/2022,Application Developer,Barclays,,,,,,
9/1/2022,Specialist - Software Engineering,LTI - Larsen & Toubro Infotech,,,,,,
10/1/2022,MicroStrategy Developer,Evolent Health,,,,,,
7/31/2022,Deputy Manager_Assistant Lead_Data Science_Pune,_VOIS,,,,,,
8/14/2022,Microstrategy Developer,Evolent Health,,,,,,
8/12/2022,OSS Engineer,_VOIS,,,,,,
9/2/2022,"Sr. Analyst, Systems",Evolent Health,,,,,,
9/29/2022,Pega Developer,SkillRecruit™,,,,,,
9/2/2022,Developer,Tata Group,,,,,,
9/29/2022,System Integration Engineer,Emerson,,,,,,
5/5/2022,PeopleSoft developer- Technical Role,GenXHire Services Private Limited,,,,,,
8/30/2022,System Integration Engineer,Emerson,,,,,,
7/31/2022,Spark Developer,IDESLABS PRIVATE LIMITED,,,,,,
7/31/2022,Senior System Analyst,Company 3,,,,,,
7/31/2022,AWS Developer,Barclays,,,,,,
9/20/2022,NVS Analytics - Senior Analyst - 409A Valuation,NVS Analytics,,,,,,
5/22/2022,Escalation Engineer- India,Exabeam,,,,,,
9/14/2022,Application Developer,Barclays,,,,,,
9/29/2022,Deputy Manager Data Engineer,_VOIS,,,,,,
8/28/2022,Developer,Barclays,,,,,,
8/6/2022,Mobicule Technologies - IT Business Analyst,Mobicule Technologies Pvt. Ltd.,,,,,,
9/3/2022,System Integration Engineer,Emerson,,,,,,
9/30/2022,Maximo Developer,Infosys,,,,,,
9/4/2022,Senior Data Engineer,PineBridge Investments,,,,,,
9/30/2022,CarTrade - SEO Analyst - HTML,CarTrade.com,,,,,,
9/10/2022,Oneture Technologies - Data Engineer - Spark/Kafka,Oneture Technologies,,,,,,
9/13/2022,Backend Developer - Data Structure/Algorithm,Onsurity,,,,,,
9/5/2022,System Integration Engineer,Emerson,,,,,,
8/24/2022,Specialist - Cloud Services and Software,LTI - Larsen & Toubro Infotech,,,,,,
10/1/2022,1860CRVA-PL/SQL Developer for a FinTech MNC | 3-5 Years | Mumbai,Renous Consulting,,,,,,
7/31/2022,Talend / ETL Developer,TeamPlus Staffing Solution Pvt Ltd,,,,,,
9/15/2022,"Ratings Analyst, BIS, CCC",Integreon,,,,,,
9/9/2022,IT Applications Engineer - Netsuite,Exabeam,,,,,,
